company_name,coman_status,source,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,segment_if_known,n_contacts,n_contacts_email_avail,sweep_key_person,sweep_source_urls
Gordon Biersch Brewing Company,confirmed co-man (public sweep),sweep only,San Jose,CA,https://gordonbiersch.com/,,,,,,"Production brewery and bottling plant (114,000 sq ft, opened 1997) with ~90% of capacity dedicated to contract brewing/co-packing including Costco and Trader Joe's programs; German brewing and packagi",beverage,0,0,Dan Gordon (Co-founder & Majority Owner),https://gordonbiersch.com/co-packing/; https://en.wikipedia.org/wiki/Gordon_Biersch_Brewing_Company; https://www.brewbound.com/news/gordon-biersch-co-founder-reclaims-majority-stake-in-decades-old-brewery/
Grover Processing,confirmed co-man (public sweep),sweep only,Summerdale,AL,https://groverprocessing.com,,,,,,"Co-packer of BBQ sauces, marinades, salsas, hot sauces, salad dressings and syrups; specializes in acidic products",wet-frozen-supplements,0,0,,https://groverprocessing.com/pages/co-packing;https://www.dnb.com/business-directory/company-profiles.grover_processing_inc.e37415e2004926a2d986db5c64db83b0.html
"Hearthside Food Solutions, LLC",confirmed co-man (public sweep),hoovers+sweep,Downers Grove,Illinois,http://www.hearthsidefoods.com,1.8152948E9,11500,Private,"Hearthside Food Solutions, LLC",311412,"Hearthside Food Solutions, Llc is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",snack-bakery,3,3,Darlene Nicosia (CEO),https://en.wikipedia.org/wiki/Hearthside_Food_Solutions;https://www.zippia.com/hearthside-food-solutions-careers-25980/executives/;https://craft.co/hearthside-food-solutions
Heritage Specialty Foods,confirmed co-man (public sweep),sweep only,Milwaukie,OR,https://heritagespecialtyfoods.com,,~38 (LeadIQ),,,,"Family-owned (two families, two generations) kettle-cook co-manufacturer: fresh soups, chilis, stews, sauces, gravies, marinades, sides; USDA-inspected",wet-frozen-supplements,0,0,"Shane Hendren (Co-owner, President & CEO)",https://heritagespecialtyfoods.com/about/;https://leadiq.com/c/heritage-specialty-foods-llc/5f5276b51ecba4fee36fe1aa/employee-directory;https://www.fsis.usda.gov/inspection/fsis-inspected-establishments/heritage-specialty-foods-llc
Hermann Pickle Co. (Don Hermann & Sons),confirmed co-man (public sweep),sweep only,Garrettsville,OH,https://hermannpickles.com,,,,,,"Refrigerated fermented pickle maker (founded 1967, acquired 2021 by Viancourt brothers); co-packs for Boar's Head, Dietz & Watson, Nathan's; private label for Kroger, Whole Foods, Weis",wet-frozen-supplements,0,0,Pat Viancourt (Co-owner),https://www.clevescene.com/food-drink/new-ownership-of-the-don-hermann-pickle-factory-will-extend-the-iconic-ohio-brands-reach-42256074/;https://www.wkyc.com/article/life/people/mike-polk-jr/garrettsvilles-don-hermann-and-sons-pickle-company-mike-polk-jr/95-38e828c4-8901-4f85-8788-078ff5cfde99
Hickory Harvest Foods,confirmed co-man (public sweep),sweep only,Akron,OH,https://www.hickoryharvest.com,"$23M (2026, per search aggregator)",51-250,,,,"Third-generation family nut, trail mix, dried fruit and chocolate/yogurt snack manufacturer with private-label and co-pack programs (est. 1972)",snack-bakery,0,0,Darlene Swiatkowski (CEO),https://www.hickoryharvest.com/about-us/our-history;https://akronrotary.org/speakers/cc700692-b1b7-4bd5-b990-8e6c85727a0f;https://www.comanufacturers.com/products/hickory-harvest-foods-comanufacturer-profile
Hillside Candy,confirmed co-man (public sweep),sweep only,Hillside,NJ,,,,,,,"Hard candy manufacturer (est. 1945; GoOrganic, GoLightly brands) with private-label and nutraceutical manufacturing; Highlander Partners-owned",snack-bakery,0,0,Ted Cohen (President (post-2016 acquisition)),https://www.foodnavigator-usa.com/Article/2016/11/09/Highlander-Partners-acquires-organic-candy-company-Hillside-Candy/;https://www.prnewswire.com/news-releases/highlander-partners-announces-acquisition-of-hillside-candy-300358630.html
INW Capstone Nutrition,confirmed co-man (public sweep),sweep only,Ogden,UT,https://www.inwmfg.com/network/capstone-nutrition/,,~381 (2019),,,,"Full-service supplement developer/manufacturer (capsules, tablets, powders) founded 1989; formerly PE-owned (Brightstar Capital), acquired by INW platform June 2021",wet-frozen-supplements,0,0,,https://www.inwmfg.com/network/capstone-nutrition/;https://www.ogdenweberchamber.com/innovations-in-nutrition-wellness-acquires-capstone-nutrition/;https://www.nutraingredients.com/Article/2019/09/04/Private-equity-deal-shows-interest-in-contract-manufacturing-remains-high/
Inn Foods,confirmed co-man (public sweep),sweep only,Watsonville,CA,https://www.innfoods.com,,,,,,"Frozen food co-manufacturer/private-label packer since 1976 (frozen vegetables, fruits, blends); USDA meat & poultry approved; part of The VPS Companies",wet-frozen-supplements,0,0,,https://www.innfoods.com/contract-manufacturing;https://www.industrynet.com/listing/3754894/inn-foods-inc
Ion Labs (HBI Ion Labs),confirmed co-man (public sweep),sweep only,Largo,FL,https://hbiionlabs.com,,"250+ staff (some ests. 500-1,000)",,,,"cGMP/FDA-registered supplement and pet product contract manufacturer since 1983; 350,000+ sq ft; tablets, capsules, gummies, powders; now part of DCC Health & Beauty Solutions",wet-frozen-supplements,0,0,Clay Desjardine (CEO),https://hbiionlabs.com/about;https://rocketreach.co/ion-labs-inc-profile_b5cb6e4bf42e14a8;https://hbigroup.com/our-group/hbi-ion-labs
Iron Heart Canning Company,confirmed co-man (public sweep),sweep only,Manchester,NH,https://www.ironheartcanning.com/,,,,,,"Mobile canning/packaging service launched 2013 for breweries, cideries, wineries, distilleries and NA producers; 50+ canning lines across 24 locations after acquiring Michigan Mobile Canning and Touca",beverage,0,0,Tyler Wille (Founder & CEO),https://www.ironheartcanning.com/contact-us/; https://www.brewbound.com/news/iron-heart-expands-acquisition-toucan-mobile-canning/; https://www.distillerytrail.com/blog/mobile-canning-company-iron-heart-expands-capacity-to-meet-expected-ready-to-drink-demand/; https://rocketreach.co/iron-heart-canning-company-profile_b5f76de8f42e8939
Jasper Products,confirmed co-man (public sweep),sweep only,Joplin,MO,https://www.jasperproducts.com/,,~800 (2025 press),,,,"Aseptic beverage co-packer (production since 2000, part of Stremicks Heritage Foods); dairy, soy, almond, oat, juice, sport/nutrition beverages, creamers and teas; ~90 truckloads shipped daily; 2.7M s",beverage,0,0,,https://www.jasperproducts.com/; https://en.edairynews.com/aseptic-giant-hits-25-years-the-future-of-shelf-stable-dairy/; https://www.heritage-foods.com/jasper/; https://joplinbusinessoutlook.com/2025/10/08/jasper-products-and-dairy-farmers-of-america-celebrate-25-year-partnership/
Kaiser Pickles,confirmed co-man (public sweep),sweep only,Cincinnati,OH,https://www.kaiserpickles.com,,~150,,,,"Third-generation family-owned (est. 1920) pickle, pepper and relish producer; 90M+ lbs/yr; supplies foodservice and co-pack customers",wet-frozen-supplements,0,0,Kim Speed (President),https://www.kaiserpickles.com/;https://www.owler.com/company/kaiserpickles;https://www.zoominfo.com/c/kaiser-pickles-llc/347252979
"Kettle Cuisine, LLC",confirmed co-man (public sweep),hoovers+sweep,Lynn,Massachusetts,http://www.kettlecuisine.com,1.05E8,1200,Private,KC CULINARTE CORP.,311999,"Kettle Cuisine, Llc is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; pean",wet-frozen-supplements,3,1,Liam McClennon (CEO),https://www.crunchbase.com/organization/kettle-cuisine;https://theshelbyreport.com/2019/04/15/kettle-cuisine-buys-harrys-fresh-foods/;https://www.just-food.com/news/private-equity-backed-kettle-cuisine-acquires-soup-maker-harrys-fresh-foods/
"LIEF ORGANICS, LLC",confirmed co-man (public sweep),hoovers+sweep,Valencia,California,http://www.lieflabs.com,2.6119652E7,200,Private,"LIEF ORGANICS, LLC",311514,"Lief Organics, Llc is primarily engaged in manufacturing dry, condensed, and evaporated dairy products. This also includes manufacturing mixes for the preparation of frozen ice cream and ice milk and ",wet-frozen-supplements,3,0,Adel Villalobos (Founder & CEO),https://signalscv.com/2021/11/ceo-spotlight-adel-villalobos-lief-labs/;https://sfvbj.com/special-editions/valley200/2023-valley200/business-2023/valley-200-2023-adel-villalobos/
"Lakeside Foods, Inc.",confirmed co-man (public sweep),hoovers+sweep,Manitowoc,Wisconsin,http://www.lakesidefoods.com,5.2993677E8,1589,Private,"Lakeside Foods, Inc.",311421,"Lakeside Foods, Inc. is a privately held, leading international private label food processor specializing in frozen and canned vegetables. Headquartered in Manitowoc, Wisconsin, the company operates p",wet-frozen-supplements,1,0,Joe Yanda (President & CEO (since 2021)),https://theshelbyreport.com/2021/01/13/tellock-to-retire-from-lakeside-foods-yanda-promoted-to-ceo/;https://www.lakesidefoods.com/2021/01/glen-tellock-to-retire-joe-yanda-promoted/
Lakeview Farms,confirmed co-man (public sweep),sweep only,Delphos,OH,https://lakeviewfarms.com,,~500 (Delphos),,,,"PE-owned (Sequel Holdings, Dallas) manufacturer/co-manufacturer of refrigerated dips, desserts and seafood salads; custom manufacturing and private label; ~500 employees in Delphos",wet-frozen-supplements,0,0,Tom Davis (CEO),https://lakeviewfarms.com/about-us/;https://www.pehub.com/sequel-holdings-buys-lakeview-farms/;https://www.prnewswire.com/news-releases/sequel-holdings-acquires-lakeview-farms-300033766.html
Legacy Bakehouse,confirmed co-man (public sweep),sweep only,Waukesha,WI,https://legacybakehouse.com,,,,,,"Manufacturer of baked snacks, cookies and tortillas; acquired Angelic Bakehouse assets (2024) and Classic Cookie (2025); plants in Waukesha and Cudahy WI",snack-bakery,0,0,Tim Jax (CEO),https://theshelbyreport.com/2026/07/22/legacy-bakehouse-names-new-ceo/;https://biztimes.com/waukesha-based-legacy-bakehouse-acquires-classic-cookie/;https://legacybakehouse.com/legacy-bakehouse-acquires-classic-cookie/
LiDestri Food and Drink,confirmed co-man (public sweep),sweep only,Fairport,NY,https://www.lidestrifoods.com,,"~1,000-1,200",,,,"Family-owned contract manufacturer; largest US pasta sauce producer (formerly Cantisano Foods); sauces, salsas, dips, spirits; plants in Fairport & Greece NY and Fresno CA; owns Francesco Rinaldi bran",wet-frozen-supplements,0,0,John LiDestri (Co-CEO),https://www.wxxinews.org/local-news/2024-04-15/lidestri-foods-celebrates-50-years-and-refocuses-on-its-core-business;https://rbj.net/2024/04/15/lidestri-marks-major-milestones/;https://en.wikipedia.org/wiki/Francesco_Rinaldi
"Lyons Magnus, LLC",confirmed co-man (public sweep),hoovers+sweep,Fresno,California,http://www.lyonsmagnus.com,9.2724847E8,873,Private,"Lyons Magnus, LLC",311421,"Lyons Magnus, Llc is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserves, jams, a",beverage,3,2,Edward Carolan (CEO),https://www.lyonsmagnus.com/co-manufacturing; https://thebusinessjournal.com/lyons-magnus-ownership-timeline/; https://www.fda.gov/inspections-compliance-enforcement-and-criminal-investigations/warning-letters/lyons-magnus-llc-645766-01302023; https://businessmodelanalyst.com/lyons-magnus-truelink-1-billion-sale/
"MGP Ingredients, Inc.",confirmed co-man (public sweep),hoovers+sweep,Atchison,Kansas,http://www.mgpingredients.com,5.36375E8,617,Public,"MGP Ingredients, Inc.",312140,"MGP Ingredients Inc (MGP) is the producer, distributer and marketer of branded spirits, distilled spirits and specialty wheat proteins and starch food ingredients. The company’s distillery products ar",beverage,3,0,,https://www.mgpingredients.com/about-mgp/our-company; https://www.distillerytrail.com/suppliers/listing/mgp-ingredients/; https://www.foodmanufacturing.com/facility/news/22867374/mgp-ingredients-to-close-kansas-distillery
Madelaine Chocolate Company,confirmed co-man (public sweep),sweep only,Rockaway Beach,NY,https://madelainechocolate.com,,200-300 (seasonal; 2018 Crain's),,,,Family-owned (est. 1947) seasonal novelty chocolate maker; own brand plus private-label and contract work,snack-bakery,0,0,Jorge Farber (President & CEO),https://www.crainsnewyork.com/small-business/six-years-after-sandy-madelaine-chocolate-co-back-mostly;https://madelainechocolate.com/our-story/
Makers Nutrition,confirmed co-man (public sweep),sweep only,Hauppauge,NY,https://www.makersnutrition.com,,,,,,"Full-service supplement contract manufacturer founded 2014: manufacturing, packaging, label design, fulfillment; locations in Hauppauge and Commack NY",wet-frozen-supplements,0,0,Jason Provenzano (Founder; President & CEO),https://www.prweb.com/releases/jason_provenzano_joins_makers_nutrition_llc_as_president_and_ceo/prweb15190632.htm;https://www.bbb.org/us/ny/hauppauge/profile/contract-manufacturing/makers-nutrition-llc-0121-87159750/addressId/276200
Max's Kitchen,confirmed co-man (public sweep),sweep only,Modesto,CA,https://maxskitchensf.com,,,,,,"Family-owned custom foods/kettle co-packer (sauces, dressings, marinades, soups); 25,000 sq ft Modesto plant, 40,000 lbs kettle product per shift; 30+ yrs foodservice experience",wet-frozen-supplements,0,0,,https://maxskitchensf.com/;https://www.bizapedia.com/ca/maxs-kitchen-llc.html
Mayer Brothers,confirmed co-man (public sweep),sweep only,West Seneca,NY,https://mayerbrothers.com/,,,,,,"Family-owned since 1852; largest apple cider processor in North America; private-label and co-pack manufacturing of water, juices and other beverages; 25M+ cases/yr bottling capacity",beverage,0,0,John A. Mayer (Principal (per D&B)),https://mayerbrothers.com/private-label-beverages-beverage-co-packaging/; https://mayerbrothers.com/about/; https://www.dnb.com/business-directory/company-profiles.mayer_bros_apple_products_inc.b7a07345711f6f1acd0e3225097d5f92.html
Midwest Custom Bottling,confirmed co-man (public sweep),sweep only,Pewaukee,WI,https://www.bottlingllc.com/,,,,,,"Contract bottler/co-packer for spirits and bonded winery products; blending, storage, packaging, recipe design and ingredient sourcing; produces RumChata cream liqueur; located at N27 W23921 Paul Rd",beverage,0,0,,https://www.bottlingllc.com/; https://www.unisco.com/importers/midwest-custom-bottling-llc; https://en.wikipedia.org/wiki/RumChata
Minhas Craft Brewery,confirmed co-man (public sweep),sweep only,Monroe,WI,https://www.minhasbrewery.com/,,,,,,"Second-oldest US brewery (Monroe, est. 1845); family-owned contract brewer and contract packager producing private, custom and control-label beers and liquors for Costco, Trader Joe's, Walgreens, Aldi",beverage,0,0,Ravinder Minhas (Owner),https://www.minhasbrewery.com/about-us; https://en.wikipedia.org/wiki/Minhas_Craft_Brewery; https://allaboutbeer.com/minhas-craft-brewery-turns-10/
