rank,score,company_name,coman_status,segment,city,state,website,sales_usd,employees_total,ownership_type,parent_company,naics,business_description,best_contact_from_hoovers,n_contacts,n_with_email,key_person_public,key_person_2_public,source_urls,rationale,outreach_status,mergent_email,mergent_phone,notes
62,7,"Rosina Food Products, Inc.",unclassified food/bev mfr,,Buffalo,New York,http://www.rosina.com,2.8735352E7,178,Private,"Rosina Holding, Inc.",311612,"Rosina Food Products, Inc. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasse",Alejandra Andujar — Principal,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
63,7,Royal Wine Corporation,unclassified food/bev mfr,,Bayonne,New Jersey,http://www.royalwine.com,4.4271E7,202,Private,Royal Wine Corporation,312130,"The libations of the Royal Wine Corp. are never passed over.The company produces, imports, and distributes kosher wine, grape juice,and spirits. It owns and operatestwo wineries, both of which are loc",Efrem Schnoll — chief financial officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
64,7,"SEATRADE INTERNATIONAL CO., LLC",unclassified food/bev mfr,,New Bedford,Massachusetts,http://www.eastcoastseafoodgroup.com,1.8E8,60,Private,"East Coast Seafood Group, LLC",311710,"Seatrade International owes its fishing trade to the big pond on the eastern shores of the US. The company processes and packages fresh, frozen,anddriedfin- and shellfish, including scallops (its spec",Teressa Blanchett — Principal,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
65,7,"Sabatino North America, LLC",unclassified food/bev mfr,,West Haven,Connecticut,http://www.sabatino1911.com,2.4928904E7,85,Private,"Sabatino North America, LLC",311421,"Sabatino North America, Llc is primarily engaged in canning fruits, vegetables, and fruit and vegetable juices; and in manufacturing catsup and similar tomato sauces, or natural and imitation preserve",Vincent Jeanseaume — Vice President,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
66,7,Saturn Petcare Inc.,unclassified food/bev mfr,,Lincoln Park,New Jersey,,4.896994E7,388,Private,Saturn Petcare Inc.,311111,"Saturn Petcare Inc. is primarily engaged in manufacturing dog and cat food from cereal, meat, and other ingredients. These preparations may be canned, frozen, or dry.",Maarten Moog — Chief Executive Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
67,7,"Seabrook Brothers & Sons, Inc.",unclassified food/bev mfr,,Bridgeton,New Jersey,http://www.seabrookfarms.com,4.6308903E7,200,Private,"Seabrook Brothers & Sons, Inc.",311411,"Seabrook Brothers and Sons almost has an alphabet of products. From asparagus towater chestnuts,the company grows, processes, and freezes a harvest of vegetables. In addition to producing items for re",Wes Seabrook — Vice President Engineering,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
68,7,"Setton's International Foods, Inc.",unclassified food/bev mfr,,Commack,New York,http://www.settonfarms.com,8.5186493E7,370,Private,"Setton's International Foods, Inc.",311423,"You might say this company is nuts about pistachios. A leading producer of nuts, edible seeds, and other snacks, Setton International Foods is one of the largest pistachio processors in the US, with m",Harris Cohen — Principal,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
69,7,"SmartPak Equine, LLC",unclassified food/bev mfr,,Plymouth,Massachusetts,http://www.smartpakequine.com,3.2304713999999996E7,588,Private,"Chewy, Inc.",311119,"Smartpak Equine, Llc is primarily engaged in manufacturing prepared feeds and feed ingredients and adjuncts for animals and fowls, except dogs and cats. Included in this industry are poultry and lives",Katie Troyanoski — President And Cmo,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
70,7,"Spindrift Beverage Co., Inc.",unclassified food/bev mfr,,Newton,Massachusetts,http://www.drinkspindrift.com,9.6644249E7,200,Private,"Spindrift Beverage Co., Inc.",312111,"Spindrift Beverage Co., Inc. is primarily engaged in manufacturing soft drinks and carbonated waters.",Chad Palma — President Of Sales,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
71,7,"Thumann, Incorporated",unclassified food/bev mfr,,Carlstadt,New Jersey,http://www.thumanns.com,8.1181496E7,205,Private,"Thumann, Incorporated",311612,"Thumann, Incorporated is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasses and",Robert Burke — President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
72,7,"Tower Isles Frozen Foods, Ltd.",unclassified food/bev mfr,,Brooklyn,New York,http://www.towerislespatties.com,2.0E7,73,Private,,311612,"Tower Isles Frozen Foods, Ltd. is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carc",Patrick Jolly — President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
73,7,"Virginia Dare Extract Co., Inc.",unclassified food/bev mfr,,Brooklyn,New York,http://www.virginiadare.com,6.8261688E7,175,Private,"Virginia Dare Extract Co., Inc.",311942,"Virginia Dare Extract Co., Inc. is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture ",Howard Smith — Chief Executive Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
74,7,"Welch Foods Inc., A Cooperative",unclassified food/bev mfr,,Waltham,Massachusetts,http://www.welchs.com,7.6683148E8,1000,Private,"National Grape Co-Operative Association, Inc.",311421,Welch Foods is a co-op owned by more than 700 American farming families across the country who bring their best to every harvest. The company produces Welch's brand grape and white grape juices. Its b,Trevor Bynum — Chief Executive Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
75,7,Wonton Food Inc.,unclassified food/bev mfr,,Brooklyn,New York,http://www.wontonfood.com,6.379723E7,200,Private,Wonton Food Inc.,311999,"Wonton Food Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; peanut ",David Rudofsky — Chief Financial Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
76,6,5700 W Adams Corp.,unclassified food/bev mfr,,Los Angeles,California,http://www.felbro.com,4.5009495E7,120,Private,,311930,"5700 W Adams Corp. is primarily engaged in manufacturing flavoring extracts, syrups, powders, and related products, not elsewhere classified, for soda fountain use or for the manufacture of soft drink",Daniel Ari Feldmar — Chief Operating Officer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
77,6,"A. L. Schutzman Company, Inc.",unclassified food/bev mfr,,Waukesha,Wisconsin,http://www.alschutzman.com,2.2296774E7,75,Private,"A. L. Schutzman Company, Inc.",311911,"A. L. Schutzman Company, Inc. is primarily engaged in manufacturing salted, roasted, dried, cooked, or canned nuts or in processing grains or seeds in a similar manner for snack purposes.",Joel Knudson — Vice President And Chief Financial Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
78,6,AAK USA INC.,unclassified food/bev mfr,,Edison,New Jersey,http://www.aak.com,4.874979E7,255,Private,Aak Denmark Holding A/S,311225,"Aak Usa Inc. is primarily engaged in manufacturing shortening, table oils, margarine, and other edible fats and oils, not elsewhere classified.",,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit; Northeast,not contacted,,,
79,6,"ACADIANA BOTTLING CO., INC.",unclassified food/bev mfr,,Youngsville,Louisiana,http://www.acadianabottling.com,2.2434759E7,180,Private,"ACADIANA BOTTLING CO., INC.",312111,"Acadiana Bottling Co., Inc. is primarily engaged in manufacturing soft drinks and carbonated waters.",Jessica Willis — PresidentCeo,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
80,6,AFC Dissolution Corp.,unclassified food/bev mfr,,Walkerville,Michigan,http://www.arbrefarms.com,2.1512144E7,300,Private,,311999,"Afc Dissolution Corp. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; pe",C Johnson — President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
81,6,"AMERICANNA WELLNESS, INC.",unclassified food/bev mfr,,Bellingham,Washington,http://www.dragonpainrelief.com,2.7E7,51,Private,,311514,"Americanna Wellness, Inc. is primarily engaged in manufacturing dry, condensed, and evaporated dairy products. This also includes manufacturing mixes for the preparation of frozen ice cream and ice mi",Roger Daniels — Senior Vice President,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
82,6,Able Sales Company Inc.,unclassified food/bev mfr,,Catano,Puerto Rico,http://www.ablesales.com,5.0950787E7,150,Private,Able Sales Company Inc.,311340,"Able Sales Company Inc. is primarily engaged in manufacturing prepared foods and miscellaneous food specialties, not elsewhere classified, such as baking powder, yeast, and other leavening compounds; ",Maria Felix — Vice President Industrial Division,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
83,6,"Adams Beverages Of North Carolina, LLC",unclassified food/bev mfr,,Charlotte,North Carolina,http://www.adamsbeverages.net,2.6165194E7,700,Private,"Adams Beverages Of North Carolina, LLC",312130,"Adams Beverages Of North Carolina, Llc is primarily engaged in manufacturing wines, brandy, and brandy spirits. This industry also includes bonded wine cellars which are engaged in blending wines.",Donnie Bobbitt — chief financial officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
84,6,Agri Star Meat & Poultry LLC,unclassified food/bev mfr,,Postville,Iowa,http://www.agristarmeat.com,2.5175571E7,325,Private,Agri Star Meat & Poultry LLC,311615,"Agri Star Meat & Poultry Llc is primarily engaged in slaughtering, dressing, packing, freezing, and canning poultry, rabbits, and other small game, or in manufacturing products from such meats, for th",Daniel Hirsch — President,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
85,6,"Ajinomoto Foods North America, Inc.",unclassified food/bev mfr,,Ontario,California,http://www.ajinomotofoods.com,4.9545648E8,2800,Private,"Ajinomoto North America Holdings, Inc.",311412,"Ajinomoto Foods North America, Inc. is primarily engaged in manufacturing frozen food specialties, not elsewhere classified, such as frozen dinners and frozen pizza.",Monique Auyeung — Principal Food Scientist,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
86,6,"Alamance Foods, Inc.",unclassified food/bev mfr,,Burlington,North Carolina,http://www.alamancefoods.com,6.3310802E7,180,Private,"Alamance Foods, Inc.",311511,"Alamance Foods/Triton Water manufactures branded and private-label water, flavored drinks, and freeze pops under brand names such as Freeze Pops, Fun Pops, and Happy Drinks. Its branded water is sold ",Nick Wong — President,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
87,6,Alimenta USA Corp.,unclassified food/bev mfr,,Atlanta,Georgia,http://www.alimentausacorp.com,2.2461912E7,191,Private,ALIMENTA PRODUZIONI SRL,311812,"Alimenta Usa Corp. is primarily engaged in manufacturing fresh or frozen bread and bread-type rolls and fresh cakes, pies, pastries and other similar ""perishable"" bakery products.",Daniele Frappelli — Chief Executive Officer,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
88,6,Alphia Inc.,unclassified food/bev mfr,,Bern,Kansas,http://www.alphia.com,5.0551324E8,646,Private,Alphia Inc.,311111,"Alphia Inc. is primarily engaged in manufacturing dog and cat food from cereal, meat, and other ingredients. These preparations may be canned, frozen, or dry.",John Bear — Chief Operating Officer,3,2,,,,co-man status UNKNOWN — needs website check; 2 email(s) in Hoovers; mid-market size fit,not contacted,,,
89,6,Amalgamated Sugar Company,unclassified food/bev mfr,,Boise,Idaho,http://www.amalgamatedsugar.com,5.0527368E8,1500,Private,Amalgamated Sugar Company,311313,"The Amalgamated Sugar Company LLC is the second-largest sugar beet refiner in the US, operating as a grower-owned cooperative. Headquartered in Boise, Idaho, the company processes sugar beets grown by",Craig Hanks — Chief Financial Officer Treasurer,3,1,,,,co-man status UNKNOWN — needs website check; 1 email(s) in Hoovers; mid-market size fit,not contacted,,,
90,6,"American Custom Meats, LLC",unclassified food/bev mfr,,Tracy,California,http://www.acmeats.com,3.9360443E7,88,Private,,311612,"American Custom Meats, Llc is primarily engaged in manufacturing sausages, cured meats, smoked meats, canned meats, frozen meats, and other prepared meats and meat specialties, from purchased carcasse",Roderick Jones — Vice President Of Foodservice,3,3,,,,co-man status UNKNOWN — needs website check; 3 email(s) in Hoovers; mid-market size fit,not contacted,,,
